Ordine e disciplina,Codice Ateco 2007,Descrizione,,,,,
1236,33.11.02,Riparazione e manutenzione di utensileria ad azionamento manuale,,,,,
1237,33.11.03,"Riparazione e manutenzione di armi, sistemi d'arma e munizioni",,,,,
1238,33.11.04,"Riparazione e manutenzione di casseforti, forzieri, porte metalliche blindate",,,,,
1239,33.11.05,Riparazione e manutenzione di armi bianche,,,,,
1240,33.11.06,Riparazione e manutenzione di container,,,,,
1241,33.11.07,Riparazione e manutenzione di carrelli per la spesa,,,,,
1242,33.11.09,Riparazione e manutenzione di altri prodotti in metallo,,,,,
1243,33.12,Riparazione e manutenzione di macchinari,,,,,
1244,33.12.1,Riparazione e manutenzione di macchine di impiego generale,,,,,
1245,33.12.10,Riparazione e manutenzione di macchine di impiego generale,,,,,
1246,33.12.2,"Riparazione e manutenzione di forni, fornaci e bruciatori",,,,,
1247,33.12.20,"Riparazione e manutenzione di forni, fornaci e bruciatori",,,,,
1248,33.12.3,Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione (esclusi ascensori),,,,,
1249,33.12.30,Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione (esclusi ascensori),,,,,
1250,33.12.4,Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione,,,,,
1251,33.12.40,Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione,,,,,
1252,33.12.5,Riparazione e manutenzione di altre macchine di impiego generale,,,,,
1253,33.12.51,"Riparazione e manutenzione di macchine ed attrezzature per ufficio (esclusi computer, periferiche, fax)",,,,,
1254,33.12.52,Riparazione e manutenzione di bilance e macchine automatiche per la vendita e la distribuzione,,,,,
1255,33.12.53,"Riparazione e manutenzione di macchine per le industrie chimiche, petrolchimiche e petrolifere",,,,,
1256,33.12.54,"Riparazione e manutenzione di macchine per la dosatura, la confezione e l'imballaggio",,,,,
1257,33.12.55,Riparazione e manutenzione di estintori (inclusa la ricarica),,,,,
1258,33.12.59,Riparazione e manutenzione di altre macchine di impiego generale nca,,,,,
1259,33.12.6,Riparazione e manutenzione di trattori agricoli,,,,,
1260,33.12.60,Riparazione e manutenzione di trattori agricoli,,,,,
1261,33.12.7,"Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia",,,,,
1262,33.12.70,"Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia",,,,,
1263,33.12.9,Riparazione e manutenzione di altre macchine per impieghi speciali (incluse le macchine utensili),,,,,
1264,33.12.91,Riparazione e manutenzione di parti intercambiabili per macchine utensili,,,,,
1265,33.12.92,"Riparazione e manutenzione di giostre, altalene, padiglioni da tiro al bersaglio ed altre attrezzature per parchi di divertimento",,,,,
1266,33.12.99,Riparazione e manutenzione di altre macchine per impieghi speciali nca (incluse le macchine utensili),,,,,
1267,33.13,Riparazione e manutenzione di apparecchiature elettroniche ed ottiche,,,,,
1268,33.13.0,Riparazione e manutenzione di apparecchiature elettroniche ed ottiche (escluse quelle per le telecomunicazioni ed i computer),,,,,
1269,33.13.01,"Riparazione e manutenzione di apparecchiature ottiche, fotografiche e cinematografiche (escluse videocamere)",,,,,
1270,33.13.02,,,,,,
1271,33.13.03,"Riparazione e manutenzione di apparecchi elettromedicali, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria",,,,,
1272,33.13.04,"Riparazione e manutenzione di apparati di distillazione per laboratori, di centrifughe per laboratori e di macchinari per pulizia ad ultrasuoni per laboratori",,,,,
1273,33.13.09,Riparazione e manutenzione di altre apparecchiature elettroniche (escluse quelle per le telecomunicazioni ed i computer),,,,,
1274,33.14,Riparazione e manutenzione di apparecchiature elettriche,,,,,
1275,33.14.0,Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici),,,,,
1276,33.14.00,Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici),,,,,
1277,33.14.01,,,,,,
1278,33.14.09,,,,,,
1279,33.15,Riparazione e manutenzione di navi e imbarcazioni (esclusi i loro motori),,,,,
1280,33.15.0,Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori),,,,,
1281,33.15.00,Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori),,,,,
1282,33.16,Riparazione e manutenzione di aeromobili e di veicoli spaziali,,,,,
1283,33.16.0,Riparazione e manutenzione di aeromobili e di veicoli spaziali,,,,,
1284,33.16.00,Riparazione e manutenzione di aeromobili e di veicoli spaziali,,,,,
1285,33.17,Riparazione e manutenzione di locomotive e di materiale rotabile ferro-tranviario (esclusi i loro motori),,,,,
1286,33.17.0,"Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori)",,,,,
1287,33.17.00,"Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori)",,,,,
1288,33.19,Riparazione di altre apparecchiature,,,,,
1289,33.19.0,Riparazione di altre apparecchiature,,,,,
1290,33.19.01,Riparazioni di pallets e contenitori in legno per trasporto,,,,,
1291,33.19.02,Riparazione di prodotti in gomma,,,,,
1292,33.19.03,Riparazione di articoli in vetro,,,,,
1293,33.19.04,Riparazioni di altri prodotti in legno nca,,,,,
1294,33.19.09,Riparazione di altre apparecchiature nca,,,,,
1295,33.2,INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE INDUSTRIALI,,,,,
1296,33.20,Installazione di macchine ed apparecchiature industriali,,,,,
1297,33.20.0,Installazione di macchine ed apparecchiature industriali,,,,,
1298,33.20.01,"Installazione di motori, generatori e trasformatori elettrici; di apparecchiature per la distribuzione e il controllo dell'elettricità (esclusa l'installazione all'interno degli edifici)",,,,,
1299,33.20.02,"Installazione di apparecchi elettrici ed elettronici per telecomunicazioni, di apparecchi trasmittenti radiotelevisivi, di impianti di apparecchiature elettriche ed elettroniche (esclusa l'installazione all'interno degli edifici)",,,,,
1300,33.20.03,"Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (incluse le apparecchiature di controllo dei processi industriali)",,,,,
1301,33.20.04,"Installazione di cisterne, serbatoi e contenitori in metallo",,,,,
1302,33.20.05,Installazione di generatori di vapore (escluse le caldaie per il riscaldamento centrale ad acqua calda),,,,,
1303,33.20.06,"Installazione di macchine per ufficio, di mainframe e computer simili",,,,,
1304,33.20.07,"Installazione di apparecchi medicali, di apparecchi e strumenti per odontoiatria",,,,,
1305,33.20.08,Installazione di apparecchi elettromedicali,,,,,
1306,33.20.09,Installazione di altre macchine ed apparecchiature industriali,,,,,
1307,D,"FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA",,,,,
1308,35,"FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA",,,,,
1309,35.1,"PRODUZIONE, TRASMISSIONE E DISTRIBUZIONE DI ENERGIA ELETTRICA",,,,,
1310,35.11,Produzione di energia elettrica,,,,,
1311,35.11.0,Produzione di energia elettrica,,,,,
1312,35.11.00,Produzione di energia elettrica,,,,,
1313,35.12,Trasmissione di energia elettrica,,,,,
1314,35.12.0,Trasmissione di energia elettrica,,,,,
1315,35.12.00,Trasmissione di energia elettrica,,,,,
1316,35.13,Distribuzione di energia elettrica,,,,,
1317,35.13.0,Distribuzione di energia elettrica,,,,,
1318,35.13.00,Distribuzione di energia elettrica,,,,,
1319,35.14,Commercio di energia elettrica,,,,,
1320,35.14.0,Commercio di energia elettrica,,,,,
1321,35.14.00,Commercio di energia elettrica,,,,,
1322,35.2,PRODUZIONE DI GAS, DISTRIBUZIONE DI COMBUSTIBILI GASSOSI MEDIANTE CONDOTTE,,,,
1323,35.21,Produzione di gas,,,,,
1324,35.21.0,Produzione di gas,,,,,
1325,35.21.00,Produzione di gas,,,,,
1326,35.22,Distribuzione di combustibili gassosi mediante condotte,,,,,
1327,35.22.0,Distribuzione di combustibili gassosi mediante condotte,,,,,
1328,35.22.00,Distribuzione di combustibili gassosi mediante condotte,,,,,
1329,35.23,Commercio di gas distribuito mediante condotte,,,,,
1330,35.23.0,Commercio di gas distribuito mediante condotte,,,,,
1331,35.23.00,Commercio di gas distribuito mediante condotte,,,,,
1332,35.3,FORNITURA DI VAPORE E ARIA CONDIZIONATA,,,,,
1333,35.30,Fornitura di vapore e aria condizionata,,,,,
1334,35.30.0,Fornitura di vapore e aria condizionata,,,,,
1335,35.30.00,Fornitura di vapore e aria condizionata,,,,,
1336,E,"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO",,,,,
1337,36,"RACCOLTA, TRATTAMENTO E FORNITURA DI ACQUA",,,,,
1338,36.0,"RACCOLTA, TRATTAMENTO E FORNITURA DI ACQUA",,,,,
1339,36.00,"Raccolta, trattamento e fornitura di acqua",,,,,
1340,36.00.0,"Raccolta, trattamento e fornitura di acqua",,,,,
1341,36.00.00,"Raccolta, trattamento e fornitura di acqua",,,,,
1342,37,GESTIONE DELLE RETI FOGNARIE,,,,,
1343,37.0,GESTIONE DELLE RETI FOGNARIE,,,,,
1344,37.00,Gestione delle reti fognarie,,,,,
1345,37.00.0,Raccolta e depurazione delle acque di scarico,,,,,
1346,37.00.00,Raccolta e depurazione delle acque di scarico,,,,,
1347,38,"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI",,,,,
1348,38.1,RACCOLTA DEI RIFIUTI,,,,,
1349,38.11,Raccolta di rifiuti non pericolosi,,,,,
1350,38.11.0,Raccolta di rifiuti solidi non pericolosi,,,,,
1351,38.11.00,Raccolta di rifiuti solidi non pericolosi,,,,,
1352,38.12,Raccolta di rifiuti pericolosi,,,,,
1353,38.12.0,Raccolta di rifiuti pericolosi solidi e non solidi,,,,,
1354,38.12.00,Raccolta di rifiuti pericolosi solidi e non solidi,,,,,
1355,38.2,TRATTAMENTO E SMALTIMENTO DEI RIFIUTI,,,,,
1356,38.21,Trattamento e smaltimento di rifiuti non pericolosi,,,,,
1357,38.21.0,Trattamento e smaltimento di rifiuti non pericolosi, produzione di compost,,,,
1358,38.21.01,Produzione di compost,,,,,
1359,38.21.09,Trattamento e smaltimento di altri rifiuti non pericolosi,,,,,
1360,38.22,Trattamento e smaltimento di rifiuti pericolosi,,,,,
1361,38.22.0,Trattamento e smaltimento di rifiuti pericolosi,,,,,
1362,38.22.00,Trattamento e smaltimento di rifiuti pericolosi,,,,,
1363,38.3,RECUPERO DEI MATERIALI,,,,,
1364,38.31,Demolizione di carcasse e cantieri di demolizione navali,,,,,
1365,38.31.1,Demolizione di carcasse,,,,,
1366,38.31.10,Demolizione di carcasse,,,,,
1367,38.31.2,Cantieri di demolizione navali,,,,,
1368,38.31.20,Cantieri di demolizione navali,,,,,
1369,38.32,Recupero e cernita di materiali,,,,,
1370,38.32.1,Recupero e preparazione per il riciclaggio di cascami e rottami metallici,,,,,
1371,38.32.10,Recupero e preparazione per il riciclaggio di cascami e rottami metallici,,,,,
1372,38.32.2,"Recupero e preparazione per il riciclaggio di materiale plastico per produzione di materie prime plastiche, resine sintetiche",,,,,
1373,38.32.20,"Recupero e preparazione per il riciclaggio di materiale plastico per produzione di materie prime plastiche, resine sintetiche",,,,,
1374,38.32.3,"Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse",,,,,
1375,38.32.30,"Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse",,,,,
1376,39,ATTIVITÀ DI RISANAMENTO E ALTRI SERVIZI DI GESTIONE DEI RIFIUTI,,,,,
1377,39.0,ATTIVITÀ DI RISANAMENTO E ALTRI SERVIZI DI GESTIONE DEI RIFIUTI,,,,,
1378,39.00,Attività di risanamento e altri servizi di gestione dei rifiuti,,,,,
1379,39.00.0,Attività di risanamento e altri servizi di gestione dei rifiuti,,,,,
1380,39.00.01,Attività di rimozione di strutture ed elementi in amianto specializzata per l'edilizia,,,,,
1381,39.00.09,Altre attività di risanamento e altri servizi di gestione dei rifiuti,,,,,
1382,F,COSTRUZIONI,,,,,
1383,41,COSTRUZIONE DI EDIFICI,,,,,
1384,41.1,SVILUPPO DI PROGETTI IMMOBILIARI,,,,,
1385,41.10,Sviluppo di progetti immobiliari,,,,,
1386,41.10.0,Sviluppo di progetti immobiliari senza costruzione,,,,,
1387,41.10.00,Sviluppo di progetti immobiliari senza costruzione,,,,,
1388,41.2,COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI,,,,,
1389,41.20,Costruzione di edifici residenziali e non residenziali,,,,,
1390,41.20.0,Costruzione di edifici residenziali e non residenziali,,,,,
1391,41.20.00,Costruzione di edifici residenziali e non residenziali,,,,,
1392,42,INGEGNERIA CIVILE,,,,,
1393,42.1,COSTRUZIONE DI STRADE E FERROVIE,,,,,
1394,42.11,Costruzione di strade e autostrade,,,,,
1395,42.11.0,"Costruzione di strade, autostrade e piste aeroportuali",,,,,
1396,42.11.00,"Costruzione di strade, autostrade e piste aeroportuali",,,,,
1397,42.12,Costruzione di linee ferroviarie e metropolitane,,,,,
1398,42.12.0,Costruzione di linee ferroviarie e metropolitane,,,,,
1399,42.12.00,Costruzione di linee ferroviarie e metropolitane,,,,,
1400,42.13,Costruzione di ponti e gallerie,,,,,
1401,42.13.0,Costruzione di ponti e gallerie,,,,,
1402,42.13.00,Costruzione di ponti e gallerie,,,,,
1403,42.2,COSTRUZIONE DI OPERE DI PUBBLICA UTILITÀ,,,,,
1404,42.21,Costruzione di opere di pubblica utilità per il trasporto di fluidi,,,,,
1405,42.21.0,Costruzione di opere di pubblica utilità per il trasporto di fluidi,,,,,
1406,42.21.00,Costruzione di opere di pubblica utilità per il trasporto di fluidi,,,,,
1407,42.22,Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni,,,,,
1408,42.22.0,Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni,,,,,
1409,42.22.00,Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni,,,,,
1410,42.9,COSTRUZIONE DI ALTRE OPERE DI INGEGNERIA CIVILE,,,,,
1411,42.91,Costruzione di opere idrauliche,,,,,
1412,42.91.0,Costruzione di opere idrauliche,,,,,
1413,42.91.00,Costruzione di opere idrauliche,,,,,
1414,42.99,Costruzione di altre opere di ingegneria civile nca,,,,,
1415,42.99.0,Costruzione di altre opere di ingegneria civile nca,,,,,
1416,42.99.01,Lottizzazione dei terreni connessa con l'urbanizzazione,,,,,
1417,42.99.09,Altre attività di costruzione di altre opere di ingegneria civile nca,,,,,
1418,43,LAVORI DI COSTRUZIONE SPECIALIZZATI,,,,,
1419,43.1,DEMOLIZIONE E PREPARAZIONE DEL CANTIERE EDILE,,,,,
1420,43.11,Demolizione,,,,,
1421,43.11.0,Demolizione,,,,,
1422,43.11.00,Demolizione,,,,,
1423,43.12,Preparazione del cantiere edile,,,,,
1424,43.12.0,Preparazione del cantiere edile e sistemazione del terreno,,,,,
1425,43.12.00,Preparazione del cantiere edile e sistemazione del terreno,,,,,
1426,43.13,Trivellazioni e perforazioni ,,,,,
1427,43.13.0,Trivellazioni e perforazioni,,,,,
1428,43.13.00,Trivellazioni e perforazioni,,,,,
1429,43.2,"INSTALLAZIONE DI IMPIANTI ELETTRICI, IDRAULICI ED ALTRI LAVORI DI COSTRUZIONE E INSTALLAZIONE",,,,,
1430,43.21,Installazione di impianti elettrici,,,,,
1431,43.21.0,Installazione di impianti elettrici ed elettronici (inclusa manutenzione e riparazione),,,,,
1432,43.21.01,Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione e riparazione),,,,,
1433,43.21.02,Installazione di impianti elettronici (inclusa manutenzione e riparazione),,,,,
1434,43.21.03,"Installazione impianti di illuminazione stradale e dispositivi elettrici di segnalazione, illuminazione delle piste degli aeroporti (inclusa manutenzione e riparazione)",,,,,
1435,43.22,"Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria ",,,,,
1436,43.22.0,"Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione)",,,,,
1437,43.22.01,"Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione) in edifici o in altre opere di costruzione",,,,,
1438,43.22.02,Installazione di impianti per la distribuzione del gas (inclusa manutenzione e riparazione),,,,,
1439,43.22.03,Installazione di impianti di spegnimento antincendio (inclusi quelli integrati e la manutenzione e riparazione),,,,,
1440,43.22.04,Installazione di impianti di depurazione per piscine (inclusa manutenzione e riparazione),,,,,
1441,43.22.05,Installazione di impianti di irrigazione per giardini (inclusa manutenzione e riparazione),,,,,
1442,43.29,Altri lavori di costruzione e installazione,,,,,
1443,43.29.0,Altri lavori di costruzione e installazione,,,,,
1444,43.29.01,"Installazione, riparazione e manutenzione di ascensori e scale mobili",,,,,
1445,43.29.02,"Lavori di isolamento termico, acustico o antivibrazioni",,,,,
1446,43.29.09,Altri lavori di costruzione e installazione nca,,,,,
1447,43.3,COMPLETAMENTO E FINITURA DI EDIFICI,,,,,
1448,43.31,Intonacatura,,,,,
1449,43.31.0,Intonacatura e stuccatura,,,,,
1450,43.31.00,Intonacatura e stuccatura,,,,,
1451,43.32,Posa in opera di infissi,,,,,
1452,43.32.0,"Posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili",,,,,
1453,43.32.01,"Posa in opera di casseforti, forzieri, porte blindate",,,,,
1454,43.32.02,"Posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili",,,,,
1455,43.33,Rivestimento di pavimenti e di muri,,,,,
1456,43.33.0,Rivestimento di pavimenti e di muri,,,,,
1457,43.33.00,Rivestimento di pavimenti e di muri,,,,,
1458,43.34,Tinteggiatura e posa in opera di vetri,,,,,
1459,43.34.0,Tinteggiatura e posa in opera di vetri,,,,,
1460,43.34.00,Tinteggiatura e posa in opera di vetri,,,,,
1461,43.39,Altri lavori di completamento e di finitura degli edifici,,,,,
1462,43.39.0,Altri lavori di completamento e di finitura degli edifici,,,,,
1463,43.39.01,Attività non specializzate di lavori edili (muratori),,,,,
1464,43.39.09,Altri lavori di completamento e di finitura degli edifici nca,,,,,
1465,43.9,ALTRI LAVORI SPECIALIZZATI DI COSTRUZIONE,,,,,
1466,43.91,Realizzazione di coperture,,,,,
1467,43.91.0,Realizzazione di coperture,,,,,
